chr	start	end	type	gene_name	distance_to_tss	name	score	strand	log2FoldChange	padj	significant	direction
chr4	11837631	11837880	Distal	LOC107986178	211917	Peak_1518	449.620109878015	-	-0.453713994974334	0.0408311956395628	FALSE	Less accessible
chr4	14875221	14875454	Distal	CPEB2-DT	126824	Peak_4952	82.0050777983852	+	-0.767595709706806	0.276391538943642	FALSE	Less accessible
chr4	14932956	14933442	Gene_body	CPEB2-DT	69089	Peak_4950	205.231931013986	+	-0.983309450694025	0.693604735807222	FALSE	Less accessible
chr4	16324017	16324368	Gene_body	LOC124900674	1063	Peak_8521	401.407778030261	+	-0.831742527333909	0.000833254798909099	FALSE	Less accessible
chr4	16324937	16325338	Gene_body	LOC124900674	1983	Peak_8520	254.533239407465	+	0.329196373503514	0.0687527320196204	FALSE	More accessible
chr4	16355365	16355771	Distal	LOC124900674	32411	Peak_8522	444.584327202756	+	0.486653635876642	0.000265579330452708	FALSE	More accessible
chr4	18021636	18021849	Promoter	LCORL	240	Peak_8231	451.221389707644	+	1.02642305325242	0.0252678262487823	TRUE	More accessible
chr4	18057461	18057724	Distal	LCORL	35585	Peak_8233	111.109983467031	+	-0.978176511528241	0.536040057769837	FALSE	Less accessible
chr4	22446972	22447472	Gene_body	ADGRA3	69094	Peak_581	96.5863352525048	-	0.794671682718686	0.0060792165486142	FALSE	More accessible
chr4	22515854	22516228	Promoter	ADGRA3	212	Peak_579	184.640109073371	+	1.80461912270009	0.0123668115291279	TRUE	More accessible
chr4	25554976	25555154	Gene_body	LOC124900687	25799	Peak_1426	323.345582734328	+	2.73450664987519	0.00253860022545303	TRUE	More accessible
chr4	26073372	26073664	Gene_body	LINC02357	2618	Peak_3852	126.558885979466	+	-2.1223062973674	0.0182083224025597	TRUE	Less accessible
chr4	26075036	26075401	Gene_body	LINC02357	4282	Peak_3851	417.344663944095	+	0.131279850480416	0.0128039796088867	FALSE	More accessible
chr4	30698318	30698645	Distal	PCDH7	22051	Peak_5473	338.018811040092	-	-0.323137786219014	0.000189354028334452	FALSE	Less accessible
chr4	30719854	30720052	Promoter	PCDH7	515	Peak_5470	144.17502762517	+	-0.072464099994598	0.0094626512717712	FALSE	Less accessible
chr4	31143965	31144379	Gene_body	PCDH7	423596	Peak_5471	382.539008208551	-	-0.0651732363028154	0.00137357436950532	FALSE	Less accessible
chr4	37026054	37026435	Distal	LOC101928721	47627	Peak_7392	58.0671508680098	-	1.53179526550029	0.0397150009382283	TRUE	More accessible
chr4	37425088	37425261	Distal	LOC124900691	51313	Peak_5258	367.658155865502	+	0.886386227397627	0.00448593925008481	FALSE	More accessible
chr4	39368032	39368361	Distal	MIR5591	43878	Peak_5885	187.515356356744	+	2.54568525957293	2.2417351144751e-05	TRUE	More accessible
chr4	39409915	39410285	Promoter	MIR5591	1995	Peak_5883	367.873236443847	+	0.0222507166087065	0.00182012138122888	FALSE	More accessible
chr4	40043443	40043782	Gene_body	LOC344967	13756	Peak_1798	227.310508850496	+	-1.62355930469569	1.11560503422406e-05	TRUE	Less accessible
chr4	40063660	40063855	Distal	LOC344967	6461	Peak_1800	189.134009566624	-	-0.790393840787414	2.28490919632339e-05	FALSE	Less accessible
chr4	52660541	52660915	Gene_body	USP46-DT	1135	Peak_3510	85.1661485037766	-	-1.94330206583334	0.00362484218469614	TRUE	Less accessible
chr4	52670724	52670879	Distal	SNORA26	42525	Peak_8777	300.697456568014	-	0.818018828485547	0.0429653629114619	FALSE	More accessible
chr4	52702863	52703185	Distal	USP46-DT	43457	Peak_3512	377.589067432564	+	0.948988373810824	0.00157494897319522	FALSE	More accessible
chr4	52712891	52713078	Promoter	SNORA26	358	Peak_8776	261.963738733903	-	-1.21754515494694	0.0184365039051976	TRUE	Less accessible
chr4	56663026	56663203	Distal	CHAER1	40945	Peak_6228	317.627823585644	-	2.08998867542822	0.051489846578287	FALSE	More accessible
chr4	56702304	56702739	Gene_body	CHAER1	1667	Peak_6227	128.309185989201	-	1.41688168260907	0.0068718941340223	TRUE	More accessible
chr4	56703580	56703775	Promoter	CHAER1	391	Peak_6225	200.792479992379	-	2.29764508435466	0.0183444042392075	TRUE	More accessible
chr4	61143361	61143586	Promoter	LINC02271	295	Peak_2858	399.161493883003	+	-1.73100062598132	4.32805422880915e-05	TRUE	Less accessible
chr4	65302849	65303264	Distal	EPHA5	367646	Peak_4534	405.379727249965	-	-0.842637052211595	0.0337420918835094	FALSE	Less accessible
chr4	65718472	65718649	Distal	EPHA5	47977	Peak_4535	162.90140200872	+	1.16717389434251	0.0311873433879111	TRUE	More accessible
chr4	69525606	69525942	Promoter	UGT2B4	408	Peak_7092	172.977371001616	-	0.519156272491179	0.101914682721897	FALSE	More accessible
chr4	69660921	69661232	Distal	UGT2A1	7672	Peak_4146	176.099672156852	+	1.287357096928	0.0699623767286526	FALSE	More accessible
chr4	69679036	69679311	Distal	SULT1B1	108925	Peak_2751	107.301045395434	+	1.93959503425583	0.0476421881229687	TRUE	More accessible
chr4	69784295	69784513	Gene_body	SULT1B1	3666	Peak_2749	94.8465377674438	-	-0.0379080740573182	7.35883252550979e-05	FALSE	Less accessible
chr4	70360174	70360378	Promoter	SMR3A	586	Peak_8003	170.849374786485	+	-1.68614111053625	0.0192801905744709	TRUE	Less accessible
chr4	70365822	70366081	Gene_body	SMR3A	5062	Peak_8004	439.70096828416	+	-1.09732617493198	0.0152413306503557	TRUE	Less accessible
chr4	70382160	70382367	Distal	SMR3A	21400	Peak_8005	443.119862768799	+	0.303753371773984	0.0594589370026486	FALSE	More accessible
chr4	73251292	73251512	Distal	LOC124900180	12668	Peak_5548	447.520540992264	-	-0.636707623514567	0.0821622748680965	FALSE	Less accessible
chr4	73261992	73262156	Promoter	LOC124900180	1968	Peak_5547	261.612421739846	+	1.30835489573793	0.0344248841775094	TRUE	More accessible
chr4	73268784	73269211	Distal	LOC124900180	4824	Peak_5549	239.353163179476	+	-1.16887955127863	6.31747972861403e-05	TRUE	Less accessible
chr4	73402730	73403061	Distal	AFP	28408	Peak_7748	282.138583308551	-	1.2680794282082	0.000279836201003328	TRUE	More accessible
chr4	73430183	73430649	Promoter	AFP	955	Peak_7744	203.056487673894	+	-1.87694588030871	0.00292265229164716	TRUE	Less accessible
chr4	73433393	73433652	Gene_body	AFP	2255	Peak_7745	310.739917960018	-	0.413486248297201	0.000776497429076451	FALSE	More accessible
chr4	73443583	73443746	Gene_body	AFP	12445	Peak_7746	299.041883589234	+	1.53109147808522	0.146167090533147	FALSE	More accessible
chr4	73853394	73853642	Gene_body	PF4V1	98	Peak_4410	414.512979402207	-	1.113042441346	0.169553996301629	FALSE	More accessible
chr4	74763845	74764233	Gene_body	BTC	30678	Peak_60	212.029526242986	-	-0.853222637947032	0.00470509059401229	FALSE	Less accessible
chr4	74825997	74826389	Distal	BTC	31474	Peak_62	237.080732523464	+	0.673123431427192	0.0450857727458701	FALSE	More accessible
chr4	76308599	76308945	Gene_body	LOC105377286	3499	Peak_1271	340.060737892054	+	1.12586028484946	0.0130316844522953	TRUE	More accessible
chr4	76361405	76361876	Distal	LOC105377286	49307	Peak_1272	459.36057328945	-	0.417958231422	0.00755624355971813	FALSE	More accessible
chr4	78957409	78957585	Distal	LINC01088	14141	Peak_4929	361.019410379231	+	-0.987170012492926	0.0832380451044385	FALSE	Less accessible
chr4	78971138	78971448	Promoter	LINC01088	412	Peak_4927	163.292194518726	-	1.09718440079646	9.16421830000939e-05	TRUE	More accessible
chr4	81164696	81164912	Promoter	PRKG2-AS1	226	Peak_3282	228.645159082953	+	-1.1278385751687	0.00804133631801233	TRUE	Less accessible
chr4	84612638	84613080	Gene_body	CDS1	29511	Peak_7592	348.295543168206	+	1.29184871462509	4.26390261969784e-05	TRUE	More accessible
chr4	85980276	85980774	Distal	MAPK10	614349	Peak_1962	454.330404184293	+	-1.6165524200214	0.0315071184989298	TRUE	Less accessible
chr4	87499417	87499607	Gene_body	SPARCL1	31644	Peak_7964	89.2960218945518	-	-1.18826799239675	4.10909550701575e-05	TRUE	Less accessible
chr4	87530626	87530929	Promoter	SPARCL1	435	Peak_7963	72.2528412705287	+	0.625411073548607	0.125624017384959	FALSE	More accessible
chr4	89827566	89827992	Distal	SNCA-AS1	8842	Peak_1975	76.4367021853104	-	-0.323145245812878	0.0177681683483038	FALSE	Less accessible
chr4	89840460	89840736	Gene_body	SNCA-AS1	4052	Peak_1973	222.485410654917	+	0.145603934106205	0.227978883168521	FALSE	More accessible
chr4	98988929	98989411	Distal	METAP1	6730	Peak_7400	117.025095259305	-	-0.41346613814008	0.0297984475926729	FALSE	Less accessible
chr4	99435072	99435555	Promoter	ADH7	438	Peak_4195	224.876257800497	+	1.60944660469738	0.00914436586913653	TRUE	More accessible
chr4	99563611	99563830	Promoter	TRMT10A	428	Peak_7066	284.01953864377	+	-1.14288421836072	0.00284545344957151	TRUE	Less accessible
chr4	99563674	99564120	Promoter	TRMT10A	365	Peak_7065	424.287536623888	-	-1.34246970103939	0.0156333667525556	TRUE	Less accessible
chr4	103127160	103127353	Gene_body	CENPE	71285	Peak_2735	346.646269713528	-	-1.03711291315672	0.0312226906213909	TRUE	Less accessible
chr4	103142967	103143437	Gene_body	CENPE	55478	Peak_2734	160.909966798499	+	-0.77076618027563	0.0161892813223414	FALSE	Less accessible
chr4	103485705	103485882	Distal	LINC02428	229879	Peak_5359	332.878359872848	+	-0.942869082486341	0.336738309639111	FALSE	Less accessible
chr4	104702616	104702999	Distal	CXXC4-AS1	211767	Peak_4663	83.7417491478846	-	1.58615858602757	0.00710257118076552	TRUE	More accessible
chr4	105552140	105552439	Promoter	LOC105377352	215	Peak_7876	79.1699181194417	+	-1.67006051529376	0.00421564495516941	TRUE	Less accessible
chr4	107564993	107565271	Distal	PAPSS1	155241	Peak_4279	313.376979739405	+	2.00237613570657	0.000651534196235821	TRUE	More accessible
chr4	111621501	111621892	Gene_body	LOC105377366	105384	Peak_3735	209.424350480549	+	1.0273567758318	9.3406285402156e-05	TRUE	More accessible
chr4	111684482	111684693	Gene_body	LOC105377366	168365	Peak_3736	295.767001307104	-	1.34519622646868	0.00632153343953604	TRUE	More accessible
chr4	111746016	111746276	Distal	LOC105377366	229899	Peak_3738	85.4399645351805	+	0.825602798925922	0.0441308858827916	FALSE	More accessible
chr4	113396269	113396433	Distal	CAMK2D	365658	Peak_6268	387.225420586765	+	-1.3894859031746	0.168607308592935	FALSE	Less accessible
chr4	117265117	117265507	Distal	LINC02262	95538	Peak_4334	347.103396395687	+	0.788672054797708	0.202997967541798	FALSE	More accessible
chr4	118032832	118033273	Promoter	NDST3	786	Peak_5327	332.15150302276	-	-0.00657890963695874	0.000714032016319208	FALSE	Less accessible
chr4	118281178	118281659	Gene_body	SNHG8	2475	Peak_4811	343.278163590003	-	-0.643859342158377	0.00971805378164236	FALSE	Less accessible
chr4	125518801	125519275	Distal	FAT4	203883	Peak_4503	70.8835824741982	+	1.66507535720112	0.00661018832701708	TRUE	More accessible
chr4	128763449	128763610	Distal	JADE1	46251	Peak_3476	119.542855629697	-	-2.46420622985269	0.00374678070931695	TRUE	Less accessible
chr4	128771661	128771895	Distal	JADE1	38039	Peak_3475	255.283922341187	+	-0.291895782675969	0.0228264719258295	FALSE	Less accessible
chr4	128836415	128836822	Gene_body	JADE1	26715	Peak_3473	420.826227613725	-	-1.67390974772529	0.0197707345569506	TRUE	Less accessible
chr4	144198090	144198449	Distal	ANAPC10	900451	Peak_5552	77.759631164372	-	-1.96650325310751	0.0523298311103368	FALSE	Less accessible
chr4	145098148	145098473	Promoter	ANAPC10	393	Peak_5550	439.559205784462	-	-1.20382851249209	0.0127574460343923	TRUE	Less accessible
chr4	145854203	145854559	Gene_body	ZNF827	84620	Peak_2824	409.883895574603	+	-2.28424263971594	0.00604328120658174	TRUE	Less accessible
chr4	145938561	145938973	Promoter	ZNF827	262	Peak_2822	458.897935715504	+	-2.54999577300977	0.000377510163374245	TRUE	Less accessible
chr4	146173872	146174054	Promoter	LSM6	1831	Peak_8713	63.8125626486726	+	-0.321468089907376	0.0364168025255185	FALSE	Less accessible
chr4	146178507	146178953	Gene_body	LSM6	2804	Peak_8714	276.160345412791	+	-0.0815906402280447	0.0243924761297182	FALSE	Less accessible
chr4	152536967	152537419	Gene_body	MIR4453HG	703	Peak_7500	220.181221491657	-	-0.154025939492704	1.14363355889634e-05	FALSE	Less accessible
chr4	152537759	152538010	Gene_body	MIR4453HG	1495	Peak_7499	290.27519878	+	-0.696652684815724	0.000719009780567705	FALSE	Less accessible
chr4	152542061	152542347	Distal	MIR4453HG	5797	Peak_7501	329.139477328863	-	-0.178108991893566	0.496370685255003	FALSE	Less accessible
chr4	152574169	152574665	Distal	MIR4453HG	37905	Peak_7502	408.510499156546	-	0.112496321935569	0.322964363117215	FALSE	More accessible
chr4	154629437	154629864	Gene_body	LOC124900169	2492	Peak_8302	450.005775177851	-	0.172362056970218	0.161766099080331	FALSE	More accessible
chr4	154755397	154755836	Distal	LOC124900169	128452	Peak_8303	302.960587502457	-	0.586387618334907	0.00220227119161877	FALSE	More accessible
chr4	155172885	155173341	Promoter	MAP9-AS1	831	Peak_5293	156.704389839433	-	-0.95898681856466	0.0177235994491726	FALSE	Less accessible
chr4	155173348	155173749	Promoter	MAP9-AS1	368	Peak_5294	321.266227751039	+	-1.53291023006282	0.0158597328175325	TRUE	Less accessible
chr4	155494722	155495136	Promoter	LOC105377505	1388	Peak_82	99.1286609903909	-	-0.962608449595445	0.0165081939326134	FALSE	Less accessible
chr4	155495554	155496052	Promoter	LOC105377505	556	Peak_81	449.329244007822	-	-1.13988537424023	0.000262209856277332	TRUE	Less accessible
chr4	155504724	155504879	Gene_body	LOC105377505	8614	Peak_84	314.07036188757	-	-1.60507405134251	0.00864985218038783	TRUE	Less accessible
chr4	156734597	156734983	Distal	PDGFC	237202	Peak_1645	399.87383694388	-	1.15456720190712	0.00132490078059552	TRUE	More accessible
chr4	156769734	156769970	Gene_body	PDGFC	202065	Peak_1643	466.409641853534	+	1.48367556601951	0.150440686895781	FALSE	More accessible
chr4	156971300	156971601	Promoter	PDGFC	499	Peak_1642	476.560016372241	-	1.03220775043047	4.9281665394702e-05	TRUE	More accessible
chr4	158276255	158276744	Distal	TMEM144	74651	Peak_5541	148.862716776785	+	-0.813963881427965	0.0242360987278633	FALSE	Less accessible
chr4	161983312	161983482	Distal	LOC101928052	39421	Peak_4210	63.705334533006	-	0.434218941365454	0.017267113003647	FALSE	More accessible
chr4	162021902	162022211	Promoter	LOC101928052	831	Peak_4204	201.202703535091	+	2.28257025935806	0.0175732294930611	TRUE	More accessible
chr4	162041776	162042052	Gene_body	LOC101928052	19043	Peak_4206	196.144407696556	-	2.04130098156352	0.0297557298228145	TRUE	More accessible
chr4	165326058	165326454	Promoter	MSMO1	1609	Peak_732	175.838607095648	-	-2.41231446637638	0.0154338279786985	TRUE	Less accessible
chr4	170393310	170393684	Distal	LINC02512	50221	Peak_8723	252.162046462763	-	0.124308733653236	0.134350599906736	FALSE	More accessible
chr4	173525487	173525967	Gene_body	HAND2	4742	Peak_7970	443.760149856098	-	0.912032169376604	0.339832176655273	FALSE	More accessible
chr4	177907498	177907733	Promoter	LINC01099	438	Peak_542	301.239618915133	+	1.97239665311289	0.0130667702501174	TRUE	More accessible
chr4	177907668	177908016	Promoter	LINC01099	268	Peak_541	119.564103020821	+	1.89256350014297	0.015321924266452	TRUE	More accessible
chr4	180488769	180488924	Distal	LOC105377565	44041	Peak_5664	181.239152804483	+	-2.04789259173457	0.00369091201760733	TRUE	Less accessible
chr4	180532575	180532818	Promoter	LOC105377565	235	Peak_5661	220.424912020098	+	-0.126227129636134	2.64715165939e-05	FALSE	Less accessible
chr4	181864794	181865260	Distal	TENM3-AS1	280455	Peak_2991	116.789776156656	+	0.0298629604165036	3.72753101818738e-05	FALSE	More accessible
chr4	183445640	183445848	Gene_body	CDKN2AIP	1005	Peak_4233	132.073730358388	-	-0.512746255141239	0.0371087050064467	FALSE	Less accessible
chr4	184587084	184587553	Gene_body	LINC02365	37946	Peak_8547	474.083952407818	+	-0.616358420878094	0.00268117861987494	FALSE	Less accessible
chr4	184658018	184658278	Distal	LINC02365	32988	Peak_8550	453.297234768979	+	-0.685048709021907	4.36170609331218e-05	FALSE	Less accessible
chr4	184831439	184831712	Distal	MIR3945	19671	Peak_6804	352.6563494117	+	0.59422654236279	0.00018325088008483	FALSE	More accessible
chr4	184850663	184850999	Promoter	MIR3945	447	Peak_6800	70.6287829903886	-	1.47056830506965	0.00070358952941444	TRUE	More accessible
chr4	185240191	185240483	Distal	CFAP97	30687	Peak_7345	400.386266584974	-	0.197804933768133	0.0501677965069422	FALSE	More accessible
chr4	185252560	185252921	Distal	CFAP97	43056	Peak_7347	363.19718954619	+	1.75709027421202	0.0470717175320722	TRUE	More accessible
chr4	185430728	185431155	Gene_body	CFAP96	4479	Peak_719	164.801543625072	+	-0.164464842305093	0.0145222558208749	FALSE	Less accessible
chr4	185443577	185443981	Gene_body	CFAP96	17328	Peak_720	137.742940476164	-	-1.55342051489431	4.94117874798845e-05	TRUE	Less accessible
chr4	186065825	186066205	Distal	FAM149A	38594	Peak_879	235.960837861057	+	-1.23544792490775	0.0290473196647596	TRUE	Less accessible
chr4	186141308	186141759	Gene_body	FAM149A	36889	Peak_876	475.312276207842	-	-2.40524937135934	0.012318844559975	TRUE	Less accessible
chr4	187305007	187305353	Gene_body	LOC339975	4675	Peak_5160	178.182740323246	+	1.96852463538491	0.0207449020668864	TRUE	More accessible
chr4	187309240	187309545	Promoter	LOC339975	442	Peak_5158	227.563110284973	-	2.23338916980652	0.0110869531979784	TRUE	More accessible
chr4	187309366	187309801	Promoter	LOC339975	316	Peak_5159	203.006901906338	+	1.89607660429063	0.0187818209778983	TRUE	More accessible
chr5	10248087	10248576	Gene_body	ATPSCKMT	1810	Peak_533	240.750765381381	-	-0.236666599620144	0.0114402783277445	FALSE	Less accessible
chr5	10441349	10441825	Promoter	ROPN1L-AS1	477	Peak_4478	425.836779712699	-	-0.158036745975857	0.449258940755741	FALSE	Less accessible
chr5	16490151	16490321	Distal	ZNF622	24351	Peak_6554	359.382272767834	-	-1.81404447528247	0.000449861203420375	TRUE	Less accessible
chr5	17683195	17683493	Promoter	LINC02223	1389	Peak_7659	121.2645510328	-	-1.79008091983674	0.00650869820197369	TRUE	Less accessible
chr5	20317019	20317503	Gene_body	CDH18-AS1	11454	Peak_1741	90.7537677092478	+	-1.52547380072453	1.05275992543761e-05	TRUE	Less accessible
chr5	20363759	20364196	Distal	CDH18-AS1	58194	Peak_1742	196.273399842903	+	3.11990284386278	0.740950868310329	FALSE	More accessible
chr5	27409984	27410259	Gene_body	LOC105374695	26437	Peak_4269	445.501690148376	-	1.09737278904133	0.00937355775026873	TRUE	More accessible
chr5	37110928	37111308	Gene_body	CPLANE1	138448	Peak_3256	424.520594498608	-	-0.871275144255094	0.0854089610752918	FALSE	Less accessible
chr5	37169271	37169738	Gene_body	CPLANE1	80105	Peak_3255	70.3925024834462	+	0.519502618515606	1.0742745378447e-05	FALSE	More accessible
chr5	41852673	41853139	Distal	OXCT1-AS1	17254	Peak_4858	57.9838239587843	+	-0.145997152069218	0.0353013791854261	FALSE	Less accessible
chr5	41869236	41869408	Promoter	OXCT1-AS1	691	Peak_4855	81.9335448555648	-	-0.623522028839024	0.0140871465082746	FALSE	Less accessible
chr5	41871510	41871920	Gene_body	OXCT1-AS1	1583	Peak_4856	53.6361719598062	-	-1.08870462186493	0.0072088898695074	TRUE	Less accessible
chr5	41875037	41875275	Gene_body	LOC102723752	6062	Peak_4052	236.530654516537	+	-1.12546176225691	0.030815223765932	TRUE	Less accessible
chr5	42993507	42993962	Promoter	LOC105374746	1627	Peak_2594	351.650806330144	+	-0.981797648464579	0.0242897335800292	FALSE	Less accessible
chr5	50930742	50930974	Distal	LOC124901181	36266	Peak_3407	486.432912910823	+	-0.657751010203407	0.0673941572767614	FALSE	Less accessible
chr5	50966514	50966713	Promoter	LOC124901181	494	Peak_3404	159.087435842957	-	1.04704955662076	0.000149389819430561	TRUE	More accessible
chr5	53980960	53981433	Gene_body	ARL15	329622	Peak_6117	412.914242642	+	3.03073651342182	0.00719609826216474	TRUE	More accessible
chr5	55790544	55791024	Gene_body	DDX4	52527	Peak_6902	81.379313301295	+	0.409211354473892	0.00752936198040843	FALSE	More accessible
chr5	55847026	55847391	Distal	DDX4	109009	Peak_6905	152.153432054911	+	0.352042358419486	0.00164772752267309	FALSE	More accessible
chr5	57160416	57160840	Distal	GPBP1	13532	Peak_1298	314.772825094406	+	0.720081276552272	0.00632895649758808	FALSE	More accessible
chr5	57194844	57195029	Gene_body	GPBP1	20896	Peak_1296	397.594525688328	-	0.630993192300541	3.31893434224659e-05	FALSE	More accessible
chr5	57243916	57244251	Gene_body	GPBP1	69968	Peak_1297	471.720846323296	-	-0.608547843672873	0.0313681058162819	FALSE	Less accessible
chr5	57291627	57291800	Distal	GPBP1	117679	Peak_1299	424.949146434665	-	-1.2987033678617	0.00161474803014351	TRUE	Less accessible
chr5	64140347	64140542	Distal	RNF180	25496	Peak_4757	64.0530213247985	-	-0.761210369046652	0.0065147116156957	FALSE	Less accessible
chr5	64188649	64189073	Gene_body	RNF180	22806	Peak_4754	289.727500081062	-	-1.41124254615321	0.000142054551993469	TRUE	Less accessible
chr5	65720794	65721097	Promoter	NLN	1411	Peak_7932	216.724676126614	+	0.719307616866344	5.12909913778591e-05	FALSE	More accessible
chr5	69874511	69874671	Promoter	LOC124900996	760	Peak_5559	160.833396436647	+	0.563670889080207	0.0616037084583572	FALSE	More accessible
chr5	71717598	71717803	Promoter	CARTPT	1677	Peak_1719	487.345437088516	-	-3.24723938781533	0.148138830630171	FALSE	Less accessible
chr5	72911835	72912203	Distal	FCHO2	44206	Peak_6071	74.480582238175	-	-1.31234180919485	0.000170550433214748	TRUE	Less accessible
chr5	72983950	72984126	Gene_body	FCHO2	27909	Peak_6070	459.313066967297	-	0.358914910318205	0.0123928141529428	FALSE	More accessible
chr5	73182844	73183033	Distal	LOC340090	19129	Peak_4091	70.927500189282	+	-1.4354313518051	0.059917465339764	FALSE	Less accessible
chr5	73250676	73250841	Distal	LOC340090	48703	Peak_4092	405.154310527723	-	-1.03068860499919	0.0375295735585038	TRUE	Less accessible
chr5	74765375	74765759	Promoter	NSA2	1616	Peak_8787	231.229520170018	-	1.32199946057584	0.00386504021878354	TRUE	More accessible
chr5	74783211	74783373	Distal	NSA2	16220	Peak_8790	469.098841794767	-	1.19996380888735	0.0615497776975855	FALSE	More accessible
chr5	79079812	79080225	Distal	BHMT	31997	Peak_5594	387.532741390169	-	0.776758323065579	0.577634822632624	FALSE	More accessible
chr5	79123747	79124047	Gene_body	BHMT	11938	Peak_5593	280.704138975125	+	1.14060932962973	3.45290059622211e-05	TRUE	More accessible
chr5	80115026	80115374	Gene_body	SERINC5	141022	Peak_5957	272.502525721211	-	-0.276260659064685	0.21747467849062	FALSE	Less accessible
chr5	80132477	80132766	Gene_body	SERINC5	123571	Peak_5958	237.036177364644	-	0.0241219504528859	0.00732759511837814	FALSE	More accessible
chr5	80255566	80255767	Promoter	SERINC5	482	Peak_5956	227.418531884905	-	0.592936402685404	0.0147070096883146	FALSE	More accessible
chr5	80290917	80291340	Distal	LOC124900204	15451	Peak_381	82.5724758557044	-	-2.00338738729214	0.200824632647971	FALSE	Less accessible
chr5	80352103	80352530	Distal	LOC124900204	45735	Peak_379	407.162958709523	+	-1.5440352393179	1.01075189688854e-05	TRUE	Less accessible
chr5	80850002	80850283	Gene_body	MSH3	195350	Peak_3827	227.145741588902	-	-1.98182456334898	3.85755079144139e-05	TRUE	Less accessible
chr5	83037575	83037963	Distal	SCARNA18	26762	Peak_5905	425.940707139671	+	-2.23102605591127	0.0168376212971983	TRUE	Less accessible
chr5	83056494	83056653	Distal	SCARNA18	7843	Peak_5906	405.779177742079	-	-0.596104163657106	0.0537541605961509	FALSE	Less accessible
chr5	83064090	83064500	Promoter	SCARNA18	247	Peak_5903	172.969155060127	-	-1.92427503962334	0.016077871949831	TRUE	Less accessible
chr5	88881672	88882155	Promoter	MEF2C-AS1	1656	Peak_5228	478.5423373105	-	-0.94541464598384	0.514946380778169	FALSE	Less accessible
chr5	88883014	88883494	Promoter	MEF2C-AS1	314	Peak_5227	471.43518634839	+	0.15349029113692	0.0384136478822418	FALSE	More accessible
chr5	89154878	89155309	Gene_body	MEF2C-AS1	271550	Peak_5229	403.71263648849	-	0.384973443498799	0.239568410702825	FALSE	More accessible
chr5	89381017	89381218	Gene_body	MEF2C-AS1	497689	Peak_5230	221.749299764633	-	0.047017948686558	0.000555127615071717	FALSE	More accessible
chr5	91333569	91333834	Distal	ARRDC3	49748	Peak_6735	211.35415607132	+	-0.403860797257772	3.74693125887458e-05	FALSE	Less accessible
chr5	91382961	91383408	Promoter	ARRDC3	356	Peak_6732	430.70211376762	+	0.969470572232203	0.00544818061018266	FALSE	More accessible
chr5	91382972	91383271	Promoter	ARRDC3	345	Peak_6731	348.813540907577	-	-1.44174318972936	0.000172372961262103	TRUE	Less accessible
chr5	91473107	91473515	Gene_body	ARRDC3-AS1	92758	Peak_345	277.328395890072	+	-0.265584873876234	0.135981816544496	FALSE	Less accessible
chr5	92687841	92688040	Promoter	LOC105379082	413	Peak_4434	397.91878820397	-	1.05203535680396	0.00524511329964735	TRUE	More accessible
chr5	92700292	92700707	Distal	LOC105379082	12038	Peak_4437	241.575888416264	+	0.980621284930913	0.00800511082240846	FALSE	More accessible
chr5	94110382	94110706	Promoter	LOC105379087	1338	Peak_6003	88.3280987851322	+	1.01775231486714	0.00119671735990451	TRUE	More accessible
chr5	96171641	96171847	Promoter	LOC105379675	422	Peak_3122	422.105541673955	+	-0.17162278542273	0.00196582042176658	FALSE	Less accessible
chr5	96935341	96935537	Promoter	ERAP1	468	Peak_7382	207.405054976698	+	-1.45230210477451	0.00583230954427272	TRUE	Less accessible
chr5	96935376	96935557	Promoter	LOC124901030	445	Peak_8278	405.245515273418	+	0.322910547321942	0.43917756355714	FALSE	More accessible
chr5	96941050	96941487	Distal	ERAP1	5241	Peak_7385	395.770149037708	+	-0.932898747140478	0.0635822946973145	FALSE	Less accessible
chr5	96974288	96974760	Distal	ERAP1	38479	Peak_7386	464.431028335821	-	-2.00850825843502	0.0484478237253381	TRUE	Less accessible
chr5	105098680	105098898	Promoter	RAB9BP1	793	Peak_4454	213.274042622652	-	1.60769104559808	0.262098238169156	FALSE	More accessible
chr5	107337613	107338043	Distal	EFNA5	333324	Peak_565	443.845610588323	-	2.15407397183865	0.000285395796677351	TRUE	More accessible
chr5	107419185	107419466	Gene_body	EFNA5	251752	Peak_563	199.18939396739	-	0.866487948234295	0.000149839019142549	FALSE	More accessible
chr5	112627402	112627726	Promoter	LINC02200	1034	Peak_2415	235.008455847856	+	-1.39489587722252	0.0131723821756744	TRUE	Less accessible
chr5	112628116	112628298	Promoter	LINC02200	320	Peak_2416	138.879520259798	-	-0.948007756380242	0.000239518123559036	FALSE	Less accessible
chr5	112663393	112663741	Gene_body	LINC02200	34957	Peak_2417	298.21591146756	-	-1.35386152772686	0.000732061270900836	TRUE	Less accessible
chr5	118603190	118603532	Gene_body	LINC02215	7002	Peak_989	268.590642162599	-	1.2926159856406	0.0046851696333327	TRUE	More accessible
chr5	124347217	124347710	Gene_body	LINC01170	47822	Peak_1254	320.570940186735	-	-0.673011241098911	0.000120687676915511	FALSE	Less accessible
chr5	127473241	127473545	Distal	PRRC1	44399	Peak_6147	170.277258765418	-	1.36735296395677	0.00596418506624432	TRUE	More accessible
chr5	127515880	127516091	Promoter	PRRC1	1760	Peak_6145	293.723103764933	-	-2.25858439745531	0.11346618799656	FALSE	Less accessible
