gene_id	gene_name	gene_description	chr	start	end	strand	baseMean	log2FoldChange	padj	significant	direction
9683	N4BP1	NEDD4 binding protein 1	chr16	48538726	48620148	-	9445.9859221708	0.161755471046481	0.161928799050417	FALSE	Up
254187	TSGA10IP	testis specific 10 interacting protein	chr11	65945480	65959966	+	3625.38235273678	2.02546962526647	0.0293889265371105	TRUE	Up
2244	FGB	fibrinogen beta chain	chr4	154563011	154572807	+	6013.51021608105	-2.84245617603717	5.67294260146018e-05	TRUE	Down
374355	CCDC172	coiled-coil domain containing 172	chr10	116324448	116380029	+	7561.76484117517	-2.58269424184662	0.000101945466164803	TRUE	Down
9020	MAP3K14	mitogen-activated protein kinase kinase kinase 14	chr17	45263119	45317029	-	7956.92425157176	2.04964760393127	1.27743955710204e-06	TRUE	Up
7190	HSP90B2P	heat shock protein 90 beta family member 2, pseudogene	chr15	99257632	99260015	+	596.305125146173	-1.66970039284854	0.000127014037393063	TRUE	Down
724033	MIR663A	microRNA 663a	chr20	26208186	26208278	-	2357.93734305771	1.86916610588423	6.79939211586176e-06	TRUE	Up
101929305	LOC101929305	uncharacterized LOC101929305	chr1	201023949	201043073	+	2496.69474767987	-1.38929396813187	3.64458866917625e-05	TRUE	Down
1356	CP	ceruloplasmin	chr3	149162410	149221829	-	7706.57884629443	2.02161607448465	0.546403667256851	FALSE	Up
5251	PHEX	phosphate regulating endopeptidase X-linked	chrX	22032325	22431605	+	7472.9677883652	-0.625923680516166	0.00338009885655502	FALSE	Down
105371251	CYLD-AS2	CYLD antisense RNA 2	chr16	50783859	50803338	-	9584.80429067975	-1.95095837861634	0.000328541994675544	TRUE	Down
84666	RETNLB	resistin like beta	chr3	108755638	108757410	-	8304.42827772582	-1.37517993334704	0.00345634784597437	TRUE	Down
124902940	LOC124902940	uncharacterized LOC124902940	chr12	55434734	55585471	-	5817.95648667961	-2.99138765760987	8.72465800427234e-06	TRUE	Down
100313822	MIR513B	microRNA 513b	chrX	147199044	147199127	-	6148.61574897775	0.10324963508769	3.19639199645336e-06	FALSE	Up
105376431	LOC105376431	uncharacterized LOC105376431	chr10	15097237	15139818	+	3214.98211252736	-0.457687406489917	0.907843848188593	FALSE	Down
55437	STRADB	STE20 related adaptor beta	chr2	201387858	201480846	+	9540.05812358344	-1.30975230931311	0.00186382368320338	TRUE	Down
8833	GMPS	guanine monophosphate synthase	chr3	155870650	155944020	+	7251.20723313419	0.612023704008525	4.78535246816841e-06	FALSE	Up
72	ACTG2	actin gamma 2, smooth muscle	chr2	73892314	73919865	+	88.7777717597783	-2.23462259508678	6.0764858893019e-05	TRUE	Down
83939	EIF2A	eukaryotic translation initiation factor 2A	chr3	150546678	150586016	+	6675.87329326198	-0.404236991430006	0.210456903815109	FALSE	Down
124900760	LOC124900760	uncharacterized LOC124900760	chr4	112515385	112518236	+	5913.2342727948	2.91580812601921	0.036688868935101	TRUE	Up
124909362	LOC124909362	uncharacterized LOC124909362	chr3	33275247	33277376	-	4813.05775869172	1.21019766018721	0.0714276268916244	FALSE	Up
5464	PPA1	inorganic pyrophosphatase 1	chr10	70202835	70233911	-	4734.02199641569	0.91974226593516	0.592017836825564	FALSE	Up
79633	FAT4	FAT atypical cadherin 4	chr4	125314918	125492932	+	259.938340496738	0.538517497776394	0.0887158870201413	FALSE	Up
400084	LINC00939	long intergenic non-protein coding RNA 939	chr12	125958688	125983665	-	1590.7754953322	-1.02948558254512	1.86975032474418e-05	TRUE	Down
100126784	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1	chr11	19710934	19712619	-	6694.81777572539	-2.22567358158515	0.0206112195768745	TRUE	Down
27429	HTRA2	HtrA serine peptidase 2	chr2	74529596	74533350	+	2884.4671120448	-0.865838788447676	0.00715666821146446	FALSE	Down
124901745	LOC124901745	uncharacterized LOC124901745	chr7	130173718	130205361	+	5092.42502809037	0.057208259980518	0.0790112094377101	FALSE	Up
8498	RANBP3	RAN binding protein 3	chr19	5916139	5978142	-	5954.59977488965	0.0141441501798884	8.61925828788039e-05	FALSE	Up
101927577	LINC01797	long intergenic non-protein coding RNA 1797	chr2	66696190	66703252	-	6253.84469056968	-0.928295091767593	0.0037903254152661	FALSE	Down
645166	LSP1P5	LSP1 pseudogene 5	chr1	144716025	144758298	+	8877.2735303198	-1.72416336606662	1.99048621261297e-05	TRUE	Down
4100	MAGEA1	MAGE family member A1	chrX	153179284	153183880	+	7145.04961453611	-1.92302845153232	0.002602414825864	TRUE	Down
101927017	LINC01180	long intergenic non-protein coding RNA 1180	chr17	44646364	44650349	-	6000.18389188917	-2.68104048028931	0.00887507231842784	TRUE	Down
406973	MIR196A2	microRNA 196a-2	chr12	53991738	53991847	+	5751.94650896126	-1.2732820326397	0.00762831032708536	TRUE	Down
724028	MIR658	microRNA 658	chr22	37844272	37844371	-	7431.90029524034	-0.920587960992297	0.0966973246339202	FALSE	Down
100507470	GRID1-AS1	GRID1 antisense RNA 1	chr10	85577731	85607213	+	7684.78267510189	-1.01866194975051	0.000530327091187389	TRUE	Down
55612	FERMT1	FERM domain containing kindlin 1	chr20	6074845	6123214	-	1772.95886047184	1.39283694618914	0.000215677240008194	TRUE	Up
100616180	MIR4465	microRNA 4465	chr6	140683814	140683883	+	5538.82148015313	0.565710357192737	0.000584262829115574	FALSE	Up
116092	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	chr20	45791954	45811427	+	3289.42199322395	-1.51593437274529	0.0160884930637835	TRUE	Down
105371809	LINC02086	long intergenic non-protein coding RNA 2086	chr17	48646923	48707346	+	7472.94795009773	2.5752376984092	0.00408921651365112	TRUE	Up
441490	FTHL18P	ferritin heavy chain like 18, pseudogene	chrX	37043023	37043571	-	4848.24479996925	-1.21490902477003	0.0179745641915679	TRUE	Down
51526	OSER1	oxidative stress responsive serine rich 1	chr20	44195939	44210771	-	110.480680533219	-1.55212400137744	0.00465271690159023	TRUE	Down
105374894	LOC105374894	uncharacterized LOC105374894	chr6	4304942	4583871	-	5573.2963092532	0.339839288060536	0.000183469066443331	FALSE	Up
10903	MTMR11	myotubularin related protein 11	chr1	149928651	149936879	-	8066.89782337053	1.0776000343819	0.0130595548500758	TRUE	Up
60489	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	chr22	39077067	39087743	+	7019.64964871528	-0.421294994014958	0.00190444961686705	FALSE	Down
102723968	LOC102723968	uncharacterized LOC102723968	chr13	63828840	63844125	-	4735.27442166582	1.55210033920567	8.19402226510039e-05	TRUE	Up
400660	LINC00683	long intergenic non-protein coding RNA 683	chr18	76528753	76625940	+	4269.69105974305	-0.379934605627729	8.5985925542025e-06	FALSE	Down
100507616	LINC02397	long intergenic non-protein coding RNA 2397	chr12	92421531	92492091	+	8858.72776004952	-0.640519331261396	0.00480376142236296	FALSE	Down
283116	TRIM49B	tripartite motif containing 49B	chr11	49027501	49038451	+	7785.8427474834	2.96369767744735	0.0498831505047823	TRUE	Up
283234	CCDC88B	coiled-coil domain containing 88B	chr11	64340204	64357534	+	66.9043083139695	-0.124438758616168	0.0189956210804953	FALSE	Down
5163	PDK1	pyruvate dehydrogenase kinase 1	chr2	172555373	172608669	+	6046.30244888365	0.316091162425412	0.00260784476807405	FALSE	Up
100506289	LINC03095	long intergenic non-protein coding RNA 3095	chr7	26551686	26558880	+	9861.30321036791	-0.694021951399689	0.000122209620049093	FALSE	Down
108903150	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough (NMD candidate)	chr19	58228914	58315197	+	884.902841045987	-0.586866769815486	1.3418669768537e-06	FALSE	Down
1031	CDKN2C	cyclin dependent kinase inhibitor 2C	chr1	50960745	50974634	+	5119.99293026049	-1.06070517707758	0.205900313395012	FALSE	Down
105372738	LOC105372738	uncharacterized LOC105372738	chr21	14676689	14763015	-	6405.88988025207	0.488747125765395	0.33266085118486	FALSE	Up
54965	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	chr3	196639775	196736007	+	9472.68139181193	1.29616684097644	0.885206274966237	FALSE	Up
7251	TSG101	tumor susceptibility 101	chr11	18468336	18526951	-	447.509217590559	-2.60645004137198	0.323343344039012	FALSE	Down
32	ACACB	acetyl-CoA carboxylase beta	chr12	109111218	109268226	+	6756.99344827561	-1.14546610385734	0.00101856112676431	TRUE	Down
28964	GIT1	GIT ArfGAP 1	chr17	29573475	29594054	-	2631.49170701392	-1.04524382574892	0.0236308439712897	TRUE	Down
51559	NT5DC3	5'-nucleotidase domain containing 3	chr12	103746315	103841234	-	7998.63964125281	-1.03929641044972	2.07155050056748e-06	TRUE	Down
117154	DACH2	dachshund family transcription factor 2	chrX	86148451	86832604	+	6146.43374424195	-1.20526883961301	0.00495242040577273	TRUE	Down
400238	LINC00642	long intergenic non-protein coding RNA 642	chr14	90453571	90490352	+	8762.86375301424	0.579894232547399	0.00516923867925091	FALSE	Up
128031836	LOC128031836	uncharacterized LOC128031836	chr1	203802094	203802192	+	970.557253174484	0.807979120772279	8.46896617075353e-05	FALSE	Up
275	AMT	aminomethyltransferase	chr3	49416778	49429310	-	1762.26297564339	-0.263508337259331	2.913751569607e-05	FALSE	Down
23632	CA14	carbonic anhydrase 14	chr1	150257251	150265078	+	4551.24445783673	1.34178326125857	0.423801607297597	FALSE	Up
27075	TSPAN13	tetraspanin 13	chr7	16753755	16784536	+	7398.40021146927	-0.101281034294712	4.14506404874592e-06	FALSE	Down
528	ATP6V1C1	ATPase H+ transporting V1 subunit C1	chr8	103021063	103073051	+	4635.03872710513	-0.172327963896108	9.3793426472284e-06	FALSE	Down
101928311	LINC01668	long intergenic non-protein coding RNA 1668	chr21	42777819	42779994	-	5729.81030767784	0.303052959535692	1.17024003973054e-05	FALSE	Up
124903872	LOC124903872	uncharacterized LOC124903872	chr1	21266082	21267251	+	4517.76294234907	2.4878639799618	3.85165834010858e-05	TRUE	Up
100874214	TM4SF19-AS1	TM4SF19 antisense RNA 1	chr3	196318330	196325570	+	2009.64859468397	-3.48401434547903	0.02299642616223	TRUE	Down
11160	ERLIN2	ER lipid raft associated 2	chr8	37736601	37758422	+	1893.45662037144	-2.42394747519553	0.000729145115017809	TRUE	Down
400800	LINC02789	long intergenic non-protein coding RNA 2789	chr1	199148598	199393307	+	133.270832893904	-0.994003017834638	8.01482091465312e-05	FALSE	Down
9482	STX8	syntaxin 8	chr17	9250471	9576591	-	7260.77543259366	1.10603901086993	0.00779359619522917	TRUE	Up
80255	SLC35F5	solute carrier family 35 member F5	chr2	113705011	113756693	-	7130.95594550716	-0.105733397028636	5.66389567221622e-05	FALSE	Down
124905168	LOC124905168	U6 spliceosomal RNA	chr22	15273855	15273961	+	7635.91050192015	-0.257215845115807	0.0263126693185779	FALSE	Down
201254	CENPX	centromere protein X	chr17	82018702	82024107	-	7049.78067411575	-0.64168644071227	0.00250359620556304	FALSE	Down
93487	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	chr14	55051647	55070194	+	3485.96949678147	0.475631588366635	0.00145356773738101	FALSE	Up
23008	KLHDC10	kelch domain containing 10	chr7	130070534	130135705	+	5949.21461217338	1.58502193282212	5.45486703000067e-05	TRUE	Up
7398	USP1	ubiquitin specific peptidase 1	chr1	62436297	62451804	+	6659.69680618262	-0.322991171477253	1.45829054706496e-06	FALSE	Down
102465689	MIR7152	microRNA 7152	chr10	71790747	71790800	+	3011.59253031015	0.468111024907932	0.150651111588813	FALSE	Up
643226	GRXCR2	glutaredoxin and cysteine rich domain containing 2	chr5	145858521	145937126	-	2020.65440214239	-0.929463775359934	0.000284836527272735	FALSE	Down
105371200	LOC105371200	uncharacterized LOC105371200	chr16	35207884	35284146	+	4358.68334352737	0.897939617375368	0.00360907661297185	FALSE	Up
79694	MANEA	mannosidase endo-alpha	chr6	95577485	95609470	+	5094.90323451115	2.31873186408226	0.0003050982049089	TRUE	Up
55799	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3	chr3	54122552	55074557	+	5030.82992665935	-0.13095318763142	0.0710854994288482	FALSE	Down
2733	GLE1	GLE1 RNA export mediator	chr9	128504655	128543874	+	7766.14500398049	-1.46238773743751	0.811277303230401	FALSE	Down
1896	EDA	ectodysplasin A	chrX	69616067	70039472	+	6686.64337679278	1.12338346534807	0.000113785416869102	TRUE	Up
2029	ENSA	endosulfine alpha	chr1	150600851	150629612	-	5974.50874511851	-1.83753143163068	4.87044779092331e-05	TRUE	Down
8552	INE1	inactivation escape 1	chrX	47204921	47205865	+	9313.63647099817	-1.89531478902176	0.000327752060084717	TRUE	Down
144811	LACC1	laccase domain containing 1	chr13	43879284	44028526	+	5566.63385658059	-1.00116371272936	0.0211532370199779	TRUE	Down
124903640	LOC124903640	uncharacterized LOC124903640	chr16	7301605	7304662	-	6652.12768258294	0.160074673447638	0.000278368382340207	FALSE	Up
124906074	LOC124906074	uncharacterized LOC124906074	chr2	127294227	127375075	+	9100.61166393571	-0.39982986832925	0.00116190751025242	FALSE	Down
23272	TASOR	transcription activation suppressor	chr3	56620132	56683265	-	7480.17872528872	-2.57002306362801	3.37680690937604e-06	TRUE	Down
51298	SPMAP2	sperm microtubule associated protein 2	chr19	361747	376026	-	2276.69868643628	-0.975798393052578	0.0020687755258626	FALSE	Down
55885	LMO3	LIM domain only 3	chr12	16548372	16610594	-	7912.04126346391	1.12962574383452	0.000411849729170168	TRUE	Up
3840	KPNA4	karyopherin subunit alpha 4	chr3	160495007	160565571	-	7815.16738417791	1.27302692930623	0.0241501192654944	TRUE	Up
57642	COL20A1	collagen type XX alpha 1 chain	chr20	63293186	63334851	+	3464.80825714301	0.707227887756898	8.50372619920606e-05	FALSE	Up
3543	IGLL1	immunoglobulin lambda like polypeptide 1	chr22	23573125	23580302	-	5906.57225740608	0.559730346812646	6.30019665417945e-06	FALSE	Up
284576	LEMD1-AS1	LEMD1 antisense RNA 1	chr1	205373252	205387440	+	3878.61197089544	0.411816425792078	3.84928381359355e-05	FALSE	Up
100507283	MSANTD2-AS1	MSANTD2 antisense RNA 1	chr11	124800424	124834487	+	2315.12755042873	-0.522370829209632	5.06194343743352e-06	FALSE	Down
121256	TMEM132D	transmembrane protein 132D	chr12	129071725	129904025	-	7853.62144549144	1.20115298413461	0.00621989659390508	TRUE	Up
26207	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	chr17	67377281	67697256	+	4724.54782462213	0.86270818615375	0.00289599170315601	FALSE	Up
107985189	LOC107985189	uncharacterized LOC107985189	chr1	112978610	112999636	-	7161.98073265608	1.06311916018826	6.03190963960188e-05	TRUE	Up
101927879	LOC101927879	uncharacterized LOC101927879	chr18	39314224	39328009	+	3540.57987196604	-1.00299052576604	0.245779194334669	FALSE	Down
100507401	LRP4-AS1	LRP4 antisense RNA 1	chr11	46846410	46874421	+	3204.28802568	-0.00376692987184447	0.000296682077664682	FALSE	Down
105369402	LOC105369402	uncharacterized LOC105369402	chr11	78314796	78319236	+	7466.59740178846	-2.73933334744625	0.0462547414089466	TRUE	Down
3037	HAS2	hyaluronan synthase 2	chr8	121612116	121641440	-	6740.52080137888	-3.2153991523239	0.507743483120057	FALSE	Down
100036563	SNORD115-24	small nucleolar RNA, C/D box 115-24	chr15	25213648	25213729	+	6596.92873956636	-0.180668021231607	1.43323394794124e-06	FALSE	Down
158747	MOSPD2	motile sperm domain containing 2	chrX	14873421	14922327	+	8957.19224087195	-1.30591534345668	2.23178780993465e-06	TRUE	Down
3964	LGALS8	galectin 8	chr1	236518000	236552981	+	344.534725649282	-1.00070906068981	0.226114056259051	FALSE	Down
107986321	NPY2R-AS1	NPY2R antisense RNA 1	chr4	155206529	155209027	-	5942.39029003074	-0.467690918487977	0.00129448805562636	FALSE	Down
105372421	LOC105372421	uncharacterized LOC105372421	chr19	46027648	46031667	+	9504.16766465176	0.946377310659496	0.000763649513940452	FALSE	Up
57178	ZMIZ1	zinc finger MIZ-type containing 1	chr10	79068966	79316519	+	5537.85547817592	0.636650010451475	0.436154076003925	FALSE	Up
124904806	LOC124904806	small nucleolar RNA SNORD59	chr1	154288460	154288527	+	174.492610474117	1.75854997001278	0.036803106773252	TRUE	Up
57824	HMHB1	histocompatibility minor HB-1	chr5	143812161	143820716	+	7940.48322402174	-2.56418684504703	1.73460696215505e-05	TRUE	Down
4013	VWA5A	von Willebrand factor A domain containing 5A	chr11	124115404	124147721	+	7542.06617658492	0.691751931299456	0.150938729146393	FALSE	Up
102724428	LOC102724428	salt inducible kinase 1B (putative)	chr21	6111131	6123778	+	8925.47977363691	1.50556115062735	0.0686036338481783	FALSE	Up
107986383	LOC107986383	uncharacterized LOC107986383	chr5	73382384	73410509	+	2277.73440960795	1.67601094204108	3.97234973083171e-05	TRUE	Up
677816	SNORA35	small nucleolar RNA, H/ACA box 35	chrX	114630797	114630924	+	3196.54970810516	1.61940916182764	0.0184064835056302	TRUE	Up
1834	DSPP	dentin sialophosphoprotein	chr4	87608529	87616873	+	8576.33072736208	-0.613245161690427	9.4586789684205e-05	FALSE	Down
6279	S100A8	S100 calcium binding protein A8	chr1	153390032	153391073	-	8892.99167177873	0.541419905318876	0.41739521898416	FALSE	Up
91833	WDR20	WD repeat domain 20	chr14	102139503	102224847	+	6545.99085125141	0.225031175972588	0.00144783866828348	FALSE	Up
101929769	LINC01063	long intergenic non-protein coding RNA 1063	chr3	196631498	196632700	-	7874.51276467182	2.57556623491544	2.11048921554925e-05	TRUE	Up
2086	ERV3-1	endogenous retrovirus group 3 member 1, envelope	chr7	64990356	65006743	-	9171.10734630143	1.21602475710939	3.69533440835227e-06	TRUE	Up
317	APAF1	apoptotic peptidase activating factor 1	chr12	98645290	98735433	+	7457.54466234241	-1.27722762645345	2.57531634573144e-05	TRUE	Down
51299	NRN1	neuritin 1	chr6	5997999	6007605	-	4299.00692517404	0.51676680273932	0.00016598442544559	FALSE	Up
64753	CCDC136	coiled-coil domain containing 136	chr7	128790757	128822132	+	8969.32418692391	-1.33155674692598	0.172238481595951	FALSE	Down
51705	EMCN	endomucin	chr4	100395341	100880126	-	85.4434379166924	0.836878236504192	0.000205159310969451	FALSE	Up
105372269	LOC105372269	uncharacterized LOC105372269	chr19	9435590	9462529	+	4981.85951346532	1.36569756810798	0.00387133479077617	TRUE	Up
10278	EFS	embryonal Fyn-associated substrate	chr14	23356403	23365752	-	4088.56099286582	-1.45304759114197	2.38093636849668e-06	TRUE	Down
283050	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	chr10	78943328	79067895	-	2788.24220856885	-0.706371374870635	0.000344532131313957	FALSE	Down
100422900	MIR3158-1	microRNA 3158-1	chr10	101601417	101601497	+	5426.41707978211	0.870391700539284	2.4688542873785e-06	FALSE	Up
3364	HUS1	HUS1 checkpoint clamp component	chr7	47963288	47979615	-	6125.89921847684	0.318581375874911	1.12814606362162e-06	FALSE	Up
8654	PDE5A	phosphodiesterase 5A	chr4	119494397	119628804	-	8884.1793989297	-1.62340648803117	0.848919980102832	FALSE	Down
685	BTC	betacellulin	chr4	74744759	74794523	-	4637.38235940924	-1.90365594626941	3.00720522473082e-06	TRUE	Down
79959	CEP76	centrosomal protein 76	chr18	12661833	12702777	-	1215.25344837224	0.331507666864884	0.064486166792765	FALSE	Up
100505576	LASP1NB	LASP1 neighbor	chr17	38925168	38929384	+	7204.99949116027	0.439858502027206	0.259763330074272	FALSE	Up
28996	HIPK2	homeodomain interacting protein kinase 2	chr7	139561570	139777998	-	3955.41448481148	0.0350868783659774	9.72919450161626e-06	FALSE	Up
29107	NXT1	nuclear transport factor 2 like export factor 1	chr20	23350791	23354771	+	7172.40641093114	2.68062129400041	0.012272562375549	TRUE	Up
54622	ARL15	ADP ribosylation factor like GTPase 15	chr5	53883942	54310582	-	3253.43073803	4.03243199246175	4.39731746706539e-06	TRUE	Up
84951	TNS4	tensin 4	chr17	40475828	40501623	-	160.921349155251	3.48547170919962	2.03736783897588e-05	TRUE	Up
80162	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	chr11	289126	296107	+	9338.95417075371	-2.59751838547325	0.00441353173863117	TRUE	Down
105374069	LOC105374069	uncharacterized LOC105374069	chr3	120811530	120908093	-	1377.47242918005	0.611872351213957	5.82080204284631e-05	FALSE	Up
212	ALAS2	5'-aminolevulinate synthase 2	chrX	55009055	55030977	-	532.917229551822	-0.374870009445732	1.628865380069e-06	FALSE	Down
57175	CORO1B	coronin 1B	chr11	67435510	67443821	-	5296.55138248811	0.0932099362548301	0.000553379555387583	FALSE	Up
81853	TMEM14B	transmembrane protein 14B	chr6	10747759	10852753	+	8553.57421562309	-0.0172722474163057	1.50010746750246e-05	FALSE	Down
103724389	LINC01170	long intergenic non-protein coding RNA 1170	chr5	124059794	124395039	-	55.4982349090278	0.947131842505561	0.00719584976469428	FALSE	Up
9678	PHF14	PHD finger protein 14	chr7	10973336	11169623	+	8764.83381694881	1.5474667847501	0.000190479994975745	TRUE	Up
101929552	LOC101929552	uncharacterized LOC101929552	chr17	82713908	82716255	-	4038.0016202759	0.470727871076162	1.94917941780087e-05	FALSE	Up
25970	SH2B1	SH2B adaptor protein 1	chr16	28846600	28874212	+	4551.80570007768	1.52225925153854	0.000751487379277952	TRUE	Up
100144603	CHKB-DT	CHKB divergent transcript	chr22	50583026	50595634	+	620.511888901238	0.435890993589503	8.23924536518044e-05	FALSE	Up
100313780	MIR2278	microRNA 2278	chr9	94809962	94810057	+	8039.73500192165	0.986191556447805	2.08753568236194e-05	FALSE	Up
285941	LINC02860	long intergenic non-protein coding RNA 2860	chr7	26637871	26647305	+	7173.65597522818	-0.154825514804338	0.00156144236962463	FALSE	Down
29767	TMOD2	tropomodulin 2	chr15	51751597	51816363	+	6956.77795744734	0.373961818755371	0.300247402243473	FALSE	Up
129293	TRABD2A	TraB domain containing 2A	chr2	84821650	84881975	-	7053.75257252017	-0.183930142127461	0.000706081872640676	FALSE	Down
101928337	PTCSC2	papillary thyroid carcinoma susceptibility candidate 2	chr9	97699625	97853080	-	2382.46584075969	0.317654136068727	0.0057801704700434	FALSE	Up
83707	TRPT1	tRNA phosphotransferase 1	chr11	64223799	64226254	-	310.834665908478	0.284311578050562	9.52647721738749e-05	FALSE	Up
574441	MIR488	microRNA 488	chr1	177029363	177029445	-	2442.93013768503	0.798216038344399	0.342062620138558	FALSE	Up
105375992	LOC105375992	uncharacterized LOC105375992	chr9	23826491	23828877	+	6248.55731662596	0.228830660622055	5.90606758237444e-05	FALSE	Up
4701	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	chr19	8308283	8321379	-	225.397849034052	-1.15566695973908	0.0503635676548762	FALSE	Down
256380	SCML4	Scm polycomb group protein like 4	chr6	107702154	107824317	-	2736.66195952566	0.718570902221132	3.2450341630365e-06	FALSE	Up
91544	UBXN11	UBX domain protein 11	chr1	26281328	26318363	-	9431.70468859142	-1.0350588909915	0.000765188966429551	TRUE	Down
124905292	LOC124905292	small nucleolar RNA U3	chrX	122840426	122840645	+	9988.53204394691	3.00620594379618	5.05273854439269e-05	TRUE	Up
124907768	LOC124907768	uncharacterized LOC124907768	chr2	55282350	55346049	+	9027.53055220935	-1.91097207342075	4.84122922453982e-06	TRUE	Down
105374253	LOC105374253	uncharacterized LOC105374253	chr3	184778723	184780720	+	1503.00192639697	2.87293703144474	0.00041134694073779	TRUE	Up
3798	KIF5A	kinesin family member 5A	chr12	57546026	57586633	+	8981.22796149924	0.276669182131882	0.0258095633005241	FALSE	Up
221710	SMIM13	small integral membrane protein 13	chr6	11093834	11138733	+	5103.08554642135	-0.284837631239691	0.00221071201568086	FALSE	Down
10121	ACTR1A	actin related protein 1A	chr10	102461881	102502712	-	4940.92545705382	-2.20442846195788	4.73377709018755e-05	TRUE	Down
105375272	LOC105375272	uncharacterized LOC105375272	chr7	48660125	48669479	-	6209.6550765424	-1.01643332870546	0.000198702113587049	TRUE	Down
79651	RHBDF2	rhomboid 5 homolog 2	chr17	76470891	76501790	-	2810.82818656927	-0.374675193626917	0.00868560718449054	FALSE	Down
105371735	LOC105371735	uncharacterized LOC105371735	chr17	34155566	34165736	+	1001.03258148767	-1.23815814125641	4.4863025567843e-06	TRUE	Down
146225	CMTM2	CKLF like MARVEL transmembrane domain containing 2	chr16	66579448	66588275	+	500.577899580821	-0.123961255615434	1.12250773745501e-05	FALSE	Down
100033812	SNORD115-38	small nucleolar RNA, C/D box 115-38	chr15	25239838	25239919	+	6119.11924808519	-0.428523801742954	0.000137385493484249	FALSE	Down
51138	COPS4	COP9 signalosome subunit 4	chr4	83034447	83075818	+	2835.62763281167	-2.38159148556132	9.64279484363021e-05	TRUE	Down
105370496	LINC02310	long intergenic non-protein coding RNA 2310	chr14	51379509	51599972	-	259.93616105523	1.66758232220218	5.347501297147e-06	TRUE	Up
64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	chr5	141653401	141682230	-	1828.56920156628	0.342472529423516	0.0018380832072789	FALSE	Up
84330	ZNF414	zinc finger protein 414	chr19	8509678	8514167	-	6437.55130157108	-2.03990429499749	0.0862194709534904	FALSE	Down
339529	LINC02774	long intergenic non-protein coding RNA 2774	chr1	243917402	244047317	+	869.557163116988	2.29677829655059	0.176453221080474	FALSE	Up
101928255	LOC101928255	uncharacterized LOC101928255	chr21	42648271	42651244	-	9531.75863819895	0.152105769689591	0.0150279476784974	FALSE	Up
64743	WDR13	WD repeat domain 13	chrX	48590042	48608869	+	6214.51863168506	-1.0376617380168	0.000190934079555347	TRUE	Down
112858	TP53RK	TP53 regulating kinase	chr20	46684365	46689444	-	8141.27176026115	-1.07914304741738	2.69179301286786e-06	TRUE	Down
4778	NFE2	nuclear factor, erythroid 2	chr12	54292111	54301015	-	3189.21237753006	0.109613443159509	9.87766323469705e-06	FALSE	Up
124906101	LOC124906101	uncharacterized LOC124906101	chr2	178523418	178776534	+	8010.04251643782	0.412557982569917	0.0725332552147316	FALSE	Up
353116	RILPL1	Rab interacting lysosomal protein like 1	chr12	123470054	123533719	-	6726.09359173803	-2.69684645129834	0.783553173581489	FALSE	Down
80745	THUMPD2	THUMP domain containing 2	chr2	39736060	39779267	-	1254.52327208361	-1.62455753263093	0.000307025470932067	TRUE	Down
257044	CATSPERE	catsper channel auxiliary subunit epsilon	chr1	244454377	244640504	+	2199.04092431767	-2.35422829109695	0.272090129966217	FALSE	Down
5737	PTGFR	prostaglandin F receptor	chr1	78303884	78540701	+	6105.66163405776	0.760198212706267	0.000645990503412703	FALSE	Up
102465246	MIR6499	microRNA 6499	chr5	151522087	151522148	-	9803.5324310069	0.901725835539815	0.0103737452081683	FALSE	Up
574407	OBSCN-AS1	OBSCN antisense RNA 1	chr1	228203503	228213664	-	49.3326274468564	3.30423912193005	0.000546542375522487	TRUE	Up
133619	PRRC1	proline rich coiled-coil 1	chr5	127517640	127555085	+	9951.41509209527	0.929170011380404	1.34596570971145e-06	FALSE	Up
6100	RP9	RP9 pre-mRNA splicing factor	chr7	33094797	33109405	-	4995.23998642806	0.0618504485658757	3.3855982893993e-06	FALSE	Up
105376291	LOC105376291	uncharacterized LOC105376291	chr9	129438216	129447545	+	9332.34553656308	0.941708358162741	0.013223992093953	FALSE	Up
140825	NEURL2	neuralized E3 ubiquitin protein ligase 2	chr20	45888625	45891208	-	3406.42759468639	0.422437219168443	0.0872664674207158	FALSE	Up
23162	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	chr16	1706166	1770351	+	4606.35607898235	-0.573106770422742	0.00678217222907922	FALSE	Down
3034	HAL	histidine ammonia-lyase	chr12	95972662	95996365	-	4978.51978567895	0.509066924114282	2.14582470176579e-06	FALSE	Up
1662	DDX10	DEAD-box helicase 10	chr11	108665058	108940999	+	7415.02908733906	1.052445730949	0.00120364946895039	TRUE	Up
